ref	word	lemma	pos	parse
1John 1:1	Ὃ	ὅς	RR	----NSN-
1John 1:1	ἦν	εἰμί	V-	3IAI-S--
1John 1:1	ἀπ’	ἀπό	P-	--------
1John 1:1	ἀρχῆς	ἀρχή	N-	----GSF-
1John 1:1	ὃ	ὅς	RR	----ASN-
1John 1:1	ἀκηκόαμεν	ἀκούω	V-	1XAI-P--
1John 1:1	ὃ	ὅς	RR	----ASN-
1John 1:1	ἑωράκαμεν	ὁράω	V-	1XAI-P--
1John 1:1	τοῖς	ὁ	RA	----DPM-
1John 1:1	ὀφθαλμοῖς	ὀφθαλμός	N-	----DPM-
1John 1:1	ἡμῶν	ἐγώ	RP	----GP--
1John 1:1	ὃ	ὅς	RR	----ASN-
1John 1:1	ἐθεασάμεθα	θεάομαι	V-	1AMI-P--
1John 1:1	καὶ	καί	C-	--------
1John 1:1	αἱ	ὁ	RA	----NPF-
1John 1:1	χεῖρες	χείρ	N-	----NPF-
1John 1:1	ἡμῶν	ἐγώ	RP	----GP--
1John 1:1	ἐψηλάφησαν	ψηλαφάω	V-	3AAI-P--
1John 1:1	περὶ	περί	P-	--------
1John 1:1	τοῦ	ὁ	RA	----GSM-
1John 1:1	λόγου	λόγος	N-	----GSM-
1John 1:1	τῆς	ὁ	RA	----GSF-
1John 1:1	ζωῆς	ζωή	N-	----GSF-
1John 1:2	καὶ	καί	C-	--------
1John 1:2	ἡ	ὁ	RA	----NSF-
1John 1:2	ζωὴ	ζωή	N-	----NSF-
1John 1:2	ἐφανερώθη	φανερόω	V-	3API-S--
1John 1:2	καὶ	καί	C-	--------
1John 1:2	ἑωράκαμεν	ὁράω	V-	1XAI-P--
1John 1:2	καὶ	καί	C-	--------
1John 1:2	μαρτυροῦμεν	μαρτυρέω	V-	1PAI-P--
1John 1:2	καὶ	καί	C-	--------
1John 1:2	ἀπαγγέλλομεν	ἀπαγγέλλω	V-	1PAI-P--
1John 1:2	ὑμῖν	σύ	RP	----DP--
1John 1:2	τὴν	ὁ	RA	----ASF-
1John 1:2	ζωὴν	ζωή	N-	----ASF-
1John 1:2	τὴν	ὁ	RA	----ASF-
1John 1:2	αἰώνιον	αἰώνιος	A-	----ASF-
1John 1:2	ἥτις	ὅστις	RR	----NSF-
1John 1:2	ἦν	εἰμί	V-	3IAI-S--
1John 1:2	πρὸς	πρός	P-	--------
1John 1:2	τὸν	ὁ	RA	----ASM-
1John 1:2	πατέρα	πατήρ	N-	----ASM-
1John 1:2	καὶ	καί	C-	--------
1John 1:2	ἐφανερώθη	φανερόω	V-	3API-S--
1John 1:2	ἡμῖν	ἐγώ	RP	----DP--
1John 1:3	ὃ	ὅς	RR	----ASN-
1John 1:3	ἑωράκαμεν	ὁράω	V-	1XAI-P--
1John 1:3	καὶ	καί	C-	--------
1John 1:3	ἀκηκόαμεν	ἀκούω	V-	1XAI-P--
1John 1:3	ἀπαγγέλλομεν	ἀπαγγέλλω	V-	1PAI-P--
1John 1:3	καὶ	καί	D-	--------
1John 1:3	ὑμῖν	σύ	RP	----DP--
1John 1:3	ἵνα	ἵνα	C-	--------
1John 1:3	καὶ	καί	D-	--------
1John 1:3	ὑμεῖς	σύ	RP	----NP--
1John 1:3	κοινωνίαν	κοινωνία	N-	----ASF-
1John 1:3	ἔχητε	ἔχω	V-	2PAS-P--
1John 1:3	μεθ’	μετά	P-	--------
1John 1:3	ἡμῶν	ἐγώ	RP	----GP--
1John 1:3	καὶ	καί	D-	--------
1John 1:3	ἡ	ὁ	RA	----NSF-
1John 1:3	κοινωνία	κοινωνία	N-	----NSF-
1John 1:3	δὲ	δέ	C-	--------
1John 1:3	ἡ	ὁ	RA	----NSF-
1John 1:3	ἡμετέρα	ἡμέτερος	A-	----NSF-
1John 1:3	μετὰ	μετά	P-	--------
1John 1:3	τοῦ	ὁ	RA	----GSM-
1John 1:3	πατρὸς	πατήρ	N-	----GSM-
1John 1:3	καὶ	καί	C-	--------
1John 1:3	μετὰ	μετά	P-	--------
1John 1:3	τοῦ	ὁ	RA	----GSM-
1John 1:3	υἱοῦ	υἱός	N-	----GSM-
1John 1:3	αὐτοῦ	αὐτός	RP	----GSM-
1John 1:3	Ἰησοῦ	Ἰησοῦς	N-	----GSM-
1John 1:3	Χριστοῦ	Χριστός	N-	----GSM-
1John 1:4	καὶ	καί	C-	--------
1John 1:4	ταῦτα	οὗτος	RD	----APN-
1John 1:4	γράφομεν	γράφω	V-	1PAI-P--
1John 1:4	ἡμεῖς	ἐγώ	RP	----NP--
1John 1:4	ἵνα	ἵνα	C-	--------
1John 1:4	ἡ	ὁ	RA	----NSF-
1John 1:4	χαρὰ	χαρά	N-	----NSF-
1John 1:4	ἡμῶν	ἐγώ	RP	----GP--
1John 1:4	ᾖ	εἰμί	V-	3PAS-S--
1John 1:4	πεπληρωμένη	πληρόω	V-	-XPPNSF-
1John 1:5	Καὶ	καί	C-	--------
1John 1:5	ἔστιν	εἰμί	V-	3PAI-S--
1John 1:5	αὕτη	οὗτος	RD	----NSF-
1John 1:5	ἡ	ὁ	RA	----NSF-
1John 1:5	ἀγγελία	ἀγγελία	N-	----NSF-
1John 1:5	ἣν	ὅς	RR	----ASF-
1John 1:5	ἀκηκόαμεν	ἀκούω	V-	1XAI-P--
1John 1:5	ἀπ’	ἀπό	P-	--------
1John 1:5	αὐτοῦ	αὐτός	RP	----GSM-
1John 1:5	καὶ	καί	C-	--------
1John 1:5	ἀναγγέλλομεν	ἀναγγέλλω	V-	1PAI-P--
1John 1:5	ὑμῖν	σύ	RP	----DP--
1John 1:5	ὅτι	ὅτι	D-	--------
1John 1:5	ὁ	ὁ	RA	----NSM-
1John 1:5	θεὸς	θεός	N-	----NSM-
1John 1:5	φῶς	φῶς	N-	----NSN-
1John 1:5	ἐστιν	εἰμί	V-	3PAI-S--
1John 1:5	καὶ	καί	C-	--------
1John 1:5	σκοτία	σκοτία	N-	----NSF-
1John 1:5	ἐν	ἐν	P-	--------
1John 1:5	αὐτῷ	αὐτός	RP	----DSM-
1John 1:5	οὐκ	οὐ	D-	--------
1John 1:5	ἔστιν	εἰμί	V-	3PAI-S--
1John 1:5	οὐδεμία	οὐδείς	A-	----NSF-
1John 1:6	ἐὰν	ἐάν	C-	--------
1John 1:6	εἴπωμεν	λέγω	V-	1AAS-P--
1John 1:6	ὅτι	ὅτι	C-	--------
1John 1:6	κοινωνίαν	κοινωνία	N-	----ASF-
1John 1:6	ἔχομεν	ἔχω	V-	1PAI-P--
1John 1:6	μετ’	μετά	P-	--------
1John 1:6	αὐτοῦ	αὐτός	RP	----GSM-
1John 1:6	καὶ	καί	C-	--------
1John 1:6	ἐν	ἐν	P-	--------
1John 1:6	τῷ	ὁ	RA	----DSN-
1John 1:6	σκότει	σκότος	N-	----DSN-
