ref	word	lemma	pos	parse
1Thess 1:1	Παῦλος	Παῦλος	N-	----NSM-
1Thess 1:1	καὶ	καί	C-	--------
1Thess 1:1	Σιλουανὸς	Σιλουανός	N-	----NSM-
1Thess 1:1	καὶ	καί	C-	--------
1Thess 1:1	Τιμόθεος	Τιμόθεος	N-	----NSM-
1Thess 1:1	τῇ	ὁ	RA	----DSF-
1Thess 1:1	ἐκκλησίᾳ	ἐκκλησία	N-	----DSF-
1Thess 1:1	Θεσσαλονικέων	Θεσσαλονικεύς	N-	----GPM-
1Thess 1:1	ἐν	ἐν	P-	--------
1Thess 1:1	θεῷ	θεός	N-	----DSM-
1Thess 1:1	πατρὶ	πατήρ	N-	----DSM-
1Thess 1:1	καὶ	καί	C-	--------
1Thess 1:1	κυρίῳ	κύριος	N-	----DSM-
1Thess 1:1	Ἰησοῦ	Ἰησοῦς	N-	----DSM-
1Thess 1:1	Χριστῷ	Χριστός	N-	----DSM-
1Thess 1:1	χάρις	χάρις	N-	----NSF-
1Thess 1:1	ὑμῖν	σύ	RP	----DP--
1Thess 1:1	καὶ	καί	C-	--------
1Thess 1:1	εἰρήνη	εἰρήνη	N-	----NSF-
1Thess 1:2	Εὐχαριστοῦμεν	εὐχαριστέω	V-	1PAI-P--
1Thess 1:2	τῷ	ὁ	RA	----DSM-
1Thess 1:2	θεῷ	θεός	N-	----DSM-
1Thess 1:2	πάντοτε	πάντοτε	D-	--------
1Thess 1:2	περὶ	περί	P-	--------
1Thess 1:2	πάντων	πᾶς	A-	----GPM-
1Thess 1:2	ὑμῶν	σύ	RP	----GP--
1Thess 1:2	μνείαν	μνεία	N-	----ASF-
1Thess 1:2	ποιούμενοι	ποιέω	V-	-PMPNPM-
1Thess 1:2	ἐπὶ	ἐπί	P-	--------
1Thess 1:2	τῶν	ὁ	RA	----GPF-
1Thess 1:2	προσευχῶν	προσευχή	N-	----GPF-
1Thess 1:2	ἡμῶν	ἐγώ	RP	----GP--
1Thess 1:2	ἀδιαλείπτως	ἀδιαλείπτως	D-	--------
1Thess 1:3	μνημονεύοντες	μνημονεύω	V-	-PAPNPM-
1Thess 1:3	ὑμῶν	σύ	RP	----GP--
1Thess 1:3	τοῦ	ὁ	RA	----GSN-
1Thess 1:3	ἔργου	ἔργον	N-	----GSN-
1Thess 1:3	τῆς	ὁ	RA	----GSF-
1Thess 1:3	πίστεως	πίστις	N-	----GSF-
1Thess 1:3	καὶ	καί	C-	--------
1Thess 1:3	τοῦ	ὁ	RA	----GSM-
1Thess 1:3	κόπου	κόπος	N-	----GSM-
1Thess 1:3	τῆς	ὁ	RA	----GSF-
1Thess 1:3	ἀγάπης	ἀγάπη	N-	----GSF-
1Thess 1:3	καὶ	καί	C-	--------
1Thess 1:3	τῆς	ὁ	RA	----GSF-
1Thess 1:3	ὑπομονῆς	ὑπομονή	N-	----GSF-
1Thess 1:3	τῆς	ὁ	RA	----GSF-
1Thess 1:3	ἐλπίδος	ἐλπίς	N-	----GSF-
1Thess 1:3	τοῦ	ὁ	RA	----GSM-
1Thess 1:3	κυρίου	κύριος	N-	----GSM-
1Thess 1:3	ἡμῶν	ἐγώ	RP	----GP--
1Thess 1:3	Ἰησοῦ	Ἰησοῦς	N-	----GSM-
1Thess 1:3	Χριστοῦ	Χριστός	N-	----GSM-
1Thess 1:3	ἔμπροσθεν	ἔμπροσθεν	P-	--------
1Thess 1:3	τοῦ	ὁ	RA	----GSM-
1Thess 1:3	θεοῦ	θεός	N-	----GSM-
1Thess 1:3	καὶ	καί	C-	--------
1Thess 1:3	πατρὸς	πατήρ	N-	----GSM-
1Thess 1:3	ἡμῶν	ἐγώ	RP	----GP--
1Thess 1:4	εἰδότες	οἶδα	V-	-XAPNPM-
1Thess 1:4	ἀδελφοὶ	ἀδελφός	N-	----VPM-
1Thess 1:4	ἠγαπημένοι	ἀγαπάω	V-	-XPPVPM-
1Thess 1:4	ὑπὸ	ὑπό	P-	--------
1Thess 1:4	θεοῦ	θεός	N-	----GSM-
1Thess 1:4	τὴν	ὁ	RA	----ASF-
1Thess 1:4	ἐκλογὴν	ἐκλογή	N-	----ASF-
1Thess 1:4	ὑμῶν	σύ	RP	----GP--
1Thess 1:5	ὅτι	ὅτι	C-	--------
1Thess 1:5	τὸ	ὁ	RA	----NSN-
1Thess 1:5	εὐαγγέλιον	εὐαγγέλιον	N-	----NSN-
1Thess 1:5	ἡμῶν	ἐγώ	RP	----GP--
1Thess 1:5	οὐκ	οὐ	D-	--------
1Thess 1:5	ἐγενήθη	γίνομαι	V-	3API-S--
1Thess 1:5	εἰς	εἰς	P-	--------
1Thess 1:5	ὑμᾶς	σύ	RP	----AP--
1Thess 1:5	ἐν	ἐν	P-	--------
1Thess 1:5	λόγῳ	λόγος	N-	----DSM-
1Thess 1:5	μόνον	μόνος	A-	----ASN-
1Thess 1:5	ἀλλὰ	ἀλλά	C-	--------
1Thess 1:5	καὶ	καί	D-	--------
1Thess 1:5	ἐν	ἐν	P-	--------
1Thess 1:5	δυνάμει	δύναμις	N-	----DSF-
1Thess 1:5	καὶ	καί	C-	--------
1Thess 1:5	ἐν	ἐν	P-	--------
1Thess 1:5	πνεύματι	πνεῦμα	N-	----DSN-
1Thess 1:5	ἁγίῳ	ἅγιος	A-	----DSN-
1Thess 1:5	καὶ	καί	C-	--------
1Thess 1:5	πληροφορίᾳ	πληροφορία	N-	----DSF-
1Thess 1:5	πολλῇ	πολύς	A-	----DSF-
1Thess 1:5	καθὼς	καθώς	C-	--------
1Thess 1:5	οἴδατε	οἶδα	V-	2XAI-P--
1Thess 1:5	οἷοι	οἷος	RR	----NPM-
1Thess 1:5	ἐγενήθημεν	γίνομαι	V-	1API-P--
1Thess 1:5	ἐν	ἐν	P-	--------
1Thess 1:5	ὑμῖν	σύ	RP	----DP--
1Thess 1:5	δι’	διά	P-	--------
1Thess 1:5	ὑμᾶς	σύ	RP	----AP--
1Thess 1:6	καὶ	καί	C-	--------
1Thess 1:6	ὑμεῖς	σύ	RP	----NP--
1Thess 1:6	μιμηταὶ	μιμητής	N-	----NPM-
1Thess 1:6	ἡμῶν	ἐγώ	RP	----GP--
1Thess 1:6	ἐγενήθητε	γίνομαι	V-	2API-P--
1Thess 1:6	καὶ	καί	C-	--------
1Thess 1:6	τοῦ	ὁ	RA	----GSM-
1Thess 1:6	κυρίου	κύριος	N-	----GSM-
1Thess 1:6	δεξάμενοι	δέχομαι	V-	-AMPNPM-
1Thess 1:6	τὸν	ὁ	RA	----ASM-
1Thess 1:6	λόγον	λόγος	N-	----ASM-
1Thess 1:6	ἐν	ἐν	P-	--------
1Thess 1:6	θλίψει	θλῖψις	N-	----DSF-
1Thess 1:6	πολλῇ	πολύς	A-	----DSF-
1Thess 1:6	μετὰ	μετά	P-	--------
1Thess 1:6	χαρᾶς	χαρά	N-	----GSF-
1Thess 1:6	πνεύματος	πνεῦμα	N-	----GSN-
1Thess 1:6	ἁγίου	ἅγιος	A-	----GSN-
1Thess 1:7	ὥστε	ὥστε	C-	--------
1Thess 1:7	γενέσθαι	γίνομαι	V-	-AMN----
1Thess 1:7	ὑμᾶς	σύ	RP	----AP--
1Thess 1:7	τύπον	τύπος	N-	----ASM-
1Thess 1:7	πᾶσιν	πᾶς	A-	----DPM-
1Thess 1:7	τοῖς	ὁ	RA	----DPM-
1Thess 1:7	πιστεύουσιν	πιστεύω	V-	-PAPDPM-
1Thess 1:7	ἐν	ἐν	P-	--------
1Thess 1:7	τῇ	ὁ	RA	----DSF-
1Thess 1:7	Μακεδονίᾳ	Μακεδονία	N-	----DSF-
1Thess 1:7	καὶ	καί	C-	--------
1Thess 1:7	ἐν	ἐν	P-	--------
1Thess 1:7	τῇ	ὁ	RA	----DSF-
1Thess 1:7	Ἀχαΐᾳ	Ἀχαΐα	N-	----DSF-
1Thess 1:8	ἀφ’	ἀπό	P-	--------
1Thess 1:8	ὑμῶν	σύ	RP	----GP--
1Thess 1:8	γὰρ	γάρ	C-	--------
1Thess 1:8	ἐξήχηται	ἐξηχέομαι	V-	3XPI-S--
1Thess 1:8	ὁ	ὁ	RA	----NSM-
1Thess 1:8	λόγος	λόγος	N-	----NSM-
1Thess 1:8	τοῦ	ὁ	RA	----GSM-
1Thess 1:8	κυρίου	κύριος	N-	----GSM-
1Thess 1:8	οὐ	οὐ	D-	--------
1Thess 1:8	μόνον	μόνος	A-	----ASN-
1Thess 1:8	ἐν	ἐν	P-	--------
1Thess 1:8	τῇ	ὁ	RA	----DSF-
1Thess 1:8	Μακεδονίᾳ	Μακεδονία	N-	----DSF-
1Thess 1:8	καὶ	καί	C-	--------
1Thess 1:8	Ἀχαΐᾳ	Ἀχαΐα	N-	----DSF-
1Thess 1:8	ἀλλ’	ἀλλά	C-	--------
