ref	word	lemma	pos	parse
2Pet 1:1	Συμεὼν	Συμεών	N-	----NSM-
2Pet 1:1	Πέτρος	Πέτρος	N-	----NSM-
2Pet 1:1	δοῦλος	δοῦλος	N-	----NSM-
2Pet 1:1	καὶ	καί	C-	--------
2Pet 1:1	ἀπόστολος	ἀπόστολος	N-	----NSM-
2Pet 1:1	Ἰησοῦ	Ἰησοῦς	N-	----GSM-
2Pet 1:1	Χριστοῦ	Χριστός	N-	----GSM-
2Pet 1:1	τοῖς	ὁ	RA	----DPM-
2Pet 1:1	ἰσότιμον	ἰσότιμος	A-	----ASF-
2Pet 1:1	ἡμῖν	ἐγώ	RP	----DP--
2Pet 1:1	λαχοῦσιν	λαγχάνω	V-	-AAPDPM-
2Pet 1:1	πίστιν	πίστις	N-	----ASF-
2Pet 1:1	ἐν	ἐν	P-	--------
2Pet 1:1	δικαιοσύνῃ	δικαιοσύνη	N-	----DSF-
2Pet 1:1	τοῦ	ὁ	RA	----GSM-
2Pet 1:1	θεοῦ	θεός	N-	----GSM-
2Pet 1:1	ἡμῶν	ἐγώ	RP	----GP--
2Pet 1:1	καὶ	καί	C-	--------
2Pet 1:1	σωτῆρος	σωτήρ	N-	----GSM-
2Pet 1:1	Ἰησοῦ	Ἰησοῦς	N-	----GSM-
2Pet 1:1	Χριστοῦ	Χριστός	N-	----GSM-
2Pet 1:2	χάρις	χάρις	N-	----NSF-
2Pet 1:2	ὑμῖν	σύ	RP	----DP--
2Pet 1:2	καὶ	καί	C-	--------
2Pet 1:2	εἰρήνη	εἰρήνη	N-	----NSF-
2Pet 1:2	πληθυνθείη	πληθύνω	V-	3APO-S--
2Pet 1:2	ἐν	ἐν	P-	--------
2Pet 1:2	ἐπιγνώσει	ἐπίγνωσις	N-	----DSF-
2Pet 1:2	τοῦ	ὁ	RA	----GSM-
2Pet 1:2	θεοῦ	θεός	N-	----GSM-
2Pet 1:2	καὶ	καί	C-	--------
2Pet 1:2	Ἰησοῦ	Ἰησοῦς	N-	----GSM-
2Pet 1:2	τοῦ	ὁ	RA	----GSM-
2Pet 1:2	κυρίου	κύριος	N-	----GSM-
2Pet 1:2	ἡμῶν	ἐγώ	RP	----GP--
2Pet 1:3	Ὡς	ὡς	C-	--------
2Pet 1:3	πάντα	πᾶς	A-	----APN-
2Pet 1:3	ἡμῖν	ἐγώ	RP	----DP--
2Pet 1:3	τῆς	ὁ	RA	----GSF-
2Pet 1:3	θείας	θεῖος	A-	----GSF-
2Pet 1:3	δυνάμεως	δύναμις	N-	----GSF-
2Pet 1:3	αὐτοῦ	αὐτός	RP	----GSM-
2Pet 1:3	τὰ	ὁ	RA	----APN-
2Pet 1:3	πρὸς	πρός	P-	--------
2Pet 1:3	ζωὴν	ζωή	N-	----ASF-
2Pet 1:3	καὶ	καί	C-	--------
2Pet 1:3	εὐσέβειαν	εὐσέβεια	N-	----ASF-
2Pet 1:3	δεδωρημένης	δωρέομαι	V-	-XMPGSF-
2Pet 1:3	διὰ	διά	P-	--------
2Pet 1:3	τῆς	ὁ	RA	----GSF-
2Pet 1:3	ἐπιγνώσεως	ἐπίγνωσις	N-	----GSF-
2Pet 1:3	τοῦ	ὁ	RA	----GSM-
2Pet 1:3	καλέσαντος	καλέω	V-	-AAPGSM-
2Pet 1:3	ἡμᾶς	ἐγώ	RP	----AP--
